tarih_saat,PM10 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),NO ( µg/m3 ),O3 ( µg/m3 )
2023-04-28 23:00:56,,4.54,,7.49,25.65,20.81,
2023-04-29 00:00:56,,5.23,,21.87,30.96,12.63,
2023-04-29 01:00:56,,6.04,,20.23,28.06,9.79,
2023-04-29 02:00:56,,5.77,,16.64,17.58,6.4,
2023-04-29 03:00:56,,6.6,,14.43,19.97,7.91,
2023-04-29 04:00:56,,5.56,,11.63,21.62,14.6,
2023-04-29 05:00:56,,6.13,,18.56,18.38,5.73,
2023-04-29 06:00:56,,6.07,,20.14,27.96,13.04,
2023-04-29 07:00:56,,5.93,,6.35,15.73,13.82,
2023-04-29 08:00:56,,5.82,,14.55,24.61,12.36,
2023-04-29 09:00:56,,5.42,,21.63,28.97,9.97,
2023-04-29 10:00:56,,5.22,,18.91,31.0,14.49,
2023-04-29 11:00:56,,5.84,,19.25,20.35,5.02,
2023-04-29 12:00:56,,4.97,,14.12,16.14,7.94,
2023-04-29 13:00:56,,6.01,,8.73,21.45,15.32,
2023-04-29 14:00:56,,6.21,,9.91,18.85,12.66,
2023-04-29 15:00:56,,5.77,,11.38,16.78,9.56,
2023-04-29 16:00:56,,5.02,,18.45,24.54,9.71,
2023-04-29 17:00:56,,4.55,,22.87,26.77,11.64,
2023-04-29 18:00:56,,4.19,,25.39,30.89,10.31,
2023-04-29 19:00:56,,4.93,,22.35,28.56,8.77,
2023-04-29 20:00:56,,5.66,,23.63,31.33,11.5,
2023-04-29 21:00:56,,5.69,,40.8,51.55,13.8,
2023-04-29 22:00:56,,5.83,,33.13,37.34,6.54,
2023-04-29 23:00:56,,5.78,,27.1,28.27,6.17,
2023-04-30 00:00:56,,6.46,,41.38,48.98,10.82,
2023-04-30 01:00:56,,6.61,,50.73,64.88,15.63,
2023-04-30 02:00:56,,6.49,,42.43,52.83,13.41,
2023-04-30 03:00:56,,6.87,,31.29,35.72,7.01,
2023-04-30 04:00:56,,6.86,,31.96,43.02,12.64,
2023-04-30 05:00:56,,6.52,,29.64,35.35,8.49,
2023-04-30 06:00:56,,6.33,,16.82,25.83,12.67,
2023-04-30 07:00:56,,5.97,,19.66,28.9,13.54,
2023-04-30 08:00:56,,6.01,,18.8,26.59,10.25,
2023-04-30 09:00:56,,6.2,,20.66,31.61,13.91,
2023-04-30 10:00:56,,5.71,,14.56,24.39,10.78,
2023-04-30 11:00:56,,5.91,,15.68,22.72,9.31,
2023-04-30 12:00:56,,6.31,,14.41,24.81,14.47,
2023-04-30 13:00:56,,6.2,,12.4,19.18,10.09,
2023-04-30 14:00:56,,5.8,,18.93,21.64,7.94,
2023-04-30 15:00:56,,6.14,,6.5,15.34,13.02,
2023-04-30 16:00:56,,6.12,,10.32,21.24,15.27,
2023-04-30 17:00:56,,5.23,,16.4,24.2,10.84,
2023-04-30 18:00:56,,5.32,,15.93,25.13,13.02,
2023-04-30 19:00:56,,5.45,,22.07,32.29,13.22,
2023-04-30 20:00:56,,4.97,,17.41,29.62,13.72,
2023-04-30 21:00:56,,5.33,,21.9,31.25,14.43,
2023-04-30 22:00:56,,5.53,,36.4,40.58,10.24,
2023-04-30 23:00:56,,4.43,,56.32,73.22,18.14,
2023-05-01 00:00:56,,5.64,,57.97,74.17,17.35,
2023-05-01 01:00:56,,6.3,,49.87,76.0,28.33,
2023-05-01 02:00:56,,8.06,,54.48,115.62,61.28,
2023-05-01 03:00:56,,8.03,,57.67,101.25,44.09,
2023-05-01 04:00:56,,7.1,,49.25,60.8,13.8,
2023-05-01 05:00:56,,7.77,,40.95,59.09,20.48,
2023-05-01 06:00:56,,7.22,,45.58,77.5,31.97,
2023-05-01 07:00:56,,7.41,,40.75,50.09,13.4,
2023-05-01 08:00:56,,7.66,,45.11,65.84,22.46,
2023-05-01 09:00:56,,7.07,,41.75,54.21,14.15,
2023-05-01 10:00:56,,7.37,,30.32,31.0,7.26,
2023-05-01 11:00:56,,7.73,,14.32,31.39,20.52,
2023-05-01 12:00:56,,6.8,,17.36,25.34,12.99,
2023-05-01 13:00:56,,6.88,,22.1,29.58,9.86,
2023-05-01 14:00:56,,5.92,,18.74,21.09,8.52,
2023-05-01 15:00:56,,5.67,,10.18,21.17,14.32,
2023-05-01 16:00:56,,5.83,,15.35,21.08,7.81,
2023-05-01 17:00:56,,6.01,,14.94,22.0,9.71,
2023-05-01 18:00:56,,6.46,,12.64,19.79,9.64,
2023-05-01 19:00:56,,6.52,,18.04,23.68,8.52,
2023-05-01 20:00:56,,6.39,,23.75,32.97,12.19,
2023-05-01 21:00:56,,7.52,,31.12,33.13,5.56,
2023-05-01 22:00:56,,7.04,,40.96,45.42,8.57,
2023-05-01 23:00:56,,7.24,,51.46,65.56,16.9,
2023-05-02 00:00:56,,7.69,,65.73,146.9,81.17,
2023-05-02 01:00:56,,8.62,,67.24,166.88,99.64,
2023-05-02 02:00:56,,6.13,,76.42,119.63,45.62,
2023-05-02 03:00:56,,4.47,,51.56,56.7,9.63,
2023-05-02 04:00:56,,5.84,,32.91,44.11,13.19,
2023-05-02 05:00:56,,6.73,,45.21,48.22,9.1,
2023-05-02 06:00:56,,6.91,,36.73,45.52,11.35,
2023-05-02 07:00:56,,7.56,,33.19,51.22,18.91,
2023-05-02 08:00:56,,7.39,,58.17,76.74,20.13,
2023-05-02 09:00:56,,8.02,,50.18,56.74,9.85,
2023-05-02 10:00:56,,7.39,,42.56,49.75,12.22,
2023-05-02 11:00:56,,6.99,,22.09,29.89,11.01,
2023-05-02 12:00:56,,6.56,,20.15,26.32,7.71,
2023-05-02 13:00:56,,4.95,,13.35,22.98,9.99,
2023-05-02 14:00:56,,6.96,,19.72,14.96,3.92,
2023-05-02 15:00:56,,6.72,,15.07,22.96,11.65,
2023-05-02 16:00:56,,5.91,,20.08,20.92,7.97,
2023-05-02 17:00:56,,4.99,,14.43,24.08,12.56,
2023-05-02 18:00:56,,4.52,,16.89,19.33,10.86,
2023-05-02 19:00:56,,5.49,,20.26,25.85,9.76,
2023-05-02 20:00:56,,6.27,,33.67,40.76,10.07,
2023-05-02 21:00:56,,6.82,,42.04,46.03,7.43,
2023-05-02 22:00:56,,6.44,,61.57,71.25,12.87,
2023-05-02 23:00:56,,6.87,,70.0,99.16,31.74,
2023-05-03 00:00:56,,7.44,,68.95,103.66,34.94,
2023-05-03 01:00:56,,7.34,,69.53,99.25,30.52,
2023-05-03 02:00:56,,6.66,,50.32,60.29,14.19,
2023-05-03 03:00:56,,7.3,,27.77,40.6,15.01,
2023-05-03 04:00:56,,5.97,,29.69,34.18,9.0,
2023-05-03 05:00:56,,4.93,,32.67,29.92,5.71,
2023-05-03 06:00:56,,6.88,,38.32,56.54,19.91,
2023-05-03 07:00:56,,8.42,,55.04,78.02,23.9,
2023-05-03 08:00:56,,8.66,,60.29,93.51,33.76,
2023-05-03 09:00:56,,8.15,,54.84,74.08,21.78,
2023-05-03 10:00:56,,8.37,,33.23,38.62,8.61,
2023-05-03 11:00:56,,7.22,,10.52,26.57,18.59,
2023-05-03 12:00:56,,,,,,,
2023-05-03 13:00:56,,,,,,,
2023-05-03 14:00:56,,,,,,,
2023-05-03 15:00:56,,,,,,,
2023-05-03 16:00:56,,,,,,,
2023-05-03 17:00:56,,,,,,,
2023-05-03 18:00:56,,,,,,,
2023-05-03 19:00:56,,,,,,,
2023-05-03 20:00:56,,,,,,,
2023-05-03 21:00:56,,,,,,,
2023-05-03 22:00:56,,,,,,,
2023-05-03 23:00:56,,,,,,,
2023-05-04 00:00:56,,,,,,,
2023-05-04 01:00:56,,,,,,,
2023-05-04 02:00:56,,,,,,,
2023-05-04 03:00:56,,,,,,,
2023-05-04 04:00:56,,,,,,,
2023-05-04 05:00:56,,,,,,,
2023-05-04 06:00:56,,,,,,,
2023-05-04 07:00:56,,,,,,,
2023-05-04 08:00:56,,,,,,,
2023-05-04 09:00:56,,,,,,,
2023-05-04 10:00:56,,,,,,,
2023-05-04 11:00:56,,,,,,,
2023-05-04 12:00:56,,,,,,,
2023-05-04 13:00:56,,,,,,,
2023-05-04 14:00:56,,,,,,,
2023-05-04 15:00:56,,,,,,,
2023-05-04 16:00:56,,,,,,,
2023-05-04 17:00:56,,,,,,,
2023-05-04 18:00:56,,,,,,,
2023-05-04 19:00:56,,3.87,,21.15,28.36,10.78,
2023-05-04 20:00:56,,3.81,,37.96,39.05,7.21,
2023-05-04 21:00:56,,4.76,,67.3,91.5,26.58,
2023-05-04 22:00:56,,4.18,,55.01,62.15,11.1,
2023-05-04 23:00:56,,3.87,,51.7,62.12,13.39,
2023-05-05 00:00:56,,5.93,,56.35,88.64,33.53,
2023-05-05 01:00:56,,6.49,,55.12,59.06,8.0,
2023-05-05 02:00:56,,6.09,,41.39,50.71,12.33,
2023-05-05 03:00:56,,6.11,,34.98,38.29,8.38,
2023-05-05 04:00:56,,6.07,,37.34,46.01,13.58,
2023-05-05 05:00:56,,6.48,,48.95,57.14,11.17,
2023-05-05 06:00:56,,6.02,,42.8,44.65,6.33,
2023-05-05 07:00:56,,6.3,,35.62,43.97,13.1,
2023-05-05 08:00:56,,6.03,,32.71,42.9,14.6,
2023-05-05 09:00:56,,6.06,,43.95,52.95,10.62,
2023-05-05 10:00:56,,5.25,,33.66,35.4,8.4,
2023-05-05 11:00:56,,5.91,,30.01,40.27,14.04,
2023-05-05 12:00:56,,5.86,,47.64,52.37,8.9,
2023-05-05 13:00:56,,4.54,,36.08,37.6,6.48,
2023-05-05 14:00:56,,4.02,,31.22,31.2,5.24,
2023-05-05 15:00:56,,4.46,,20.25,24.27,11.62,
2023-05-05 16:00:56,,4.27,,18.64,28.66,15.78,
2023-05-05 17:00:56,,4.33,,26.2,34.11,11.25,
2023-05-05 18:00:56,,4.35,,17.35,23.09,11.71,
2023-05-05 19:00:56,,5.29,,23.88,29.33,8.77,
2023-05-05 20:00:56,,4.95,,41.08,46.94,9.1,
2023-05-05 21:00:56,,5.64,,55.26,65.66,14.27,
2023-05-05 22:00:56,,5.95,,70.63,88.42,18.33,
2023-05-05 23:00:56,,5.69,,58.92,75.09,16.96,
2023-05-06 00:00:56,,8.34,,52.14,145.39,93.89,
2023-05-06 01:00:56,,9.2,,60.93,167.55,106.62,
2023-05-06 02:00:56,,9.2,,68.78,148.49,79.72,
2023-05-06 03:00:56,,8.94,,71.79,145.32,73.53,
2023-05-06 04:00:56,,7.84,,81.35,101.67,21.37,
2023-05-06 05:00:56,,7.67,,54.09,61.26,10.34,
2023-05-06 06:00:56,,7.93,,32.43,43.66,15.79,
2023-05-06 07:00:56,,8.11,,27.04,32.37,10.22,
2023-05-06 08:00:56,,8.81,,22.43,31.97,11.34,
2023-05-06 09:00:56,,7.09,,10.67,24.27,19.8,
2023-05-06 10:00:56,,7.22,,10.5,22.73,16.08,
2023-05-06 11:00:56,,6.8,,11.89,21.97,12.12,
2023-05-06 12:00:56,,7.03,,12.67,16.83,7.44,
2023-05-06 13:00:56,,5.83,,15.01,20.26,9.4,
2023-05-06 14:00:56,,6.34,,19.73,22.75,7.74,
2023-05-06 15:00:56,,6.67,,15.43,23.19,9.58,
2023-05-06 16:00:56,,7.32,,13.08,21.64,12.06,
2023-05-06 17:00:56,,7.44,,11.17,20.23,12.8,
2023-05-06 18:00:56,,7.92,,10.72,13.8,8.12,
2023-05-06 19:00:56,,7.27,,17.2,17.78,5.96,
2023-05-06 20:00:56,,7.58,,14.96,27.1,14.8,
2023-05-06 21:00:56,,7.41,,21.51,30.23,11.08,
2023-05-06 22:00:56,,7.4,,20.71,28.5,11.9,
2023-05-06 23:00:56,,7.12,,24.36,26.64,7.4,
2023-05-07 00:00:56,,6.26,,48.2,58.77,14.09,
2023-05-07 01:00:56,,6.63,,50.54,62.68,16.15,
2023-05-07 02:00:56,,6.44,,42.11,47.51,10.9,
2023-05-07 03:00:56,,6.07,,25.97,39.37,15.04,
2023-05-07 04:00:56,,6.41,,27.31,31.48,10.13,
2023-05-07 05:00:56,,5.96,,23.81,35.81,14.76,
2023-05-07 06:00:56,,6.23,,17.76,26.28,11.95,
2023-05-07 07:00:56,,6.39,,32.04,39.17,11.76,
2023-05-07 08:00:56,,6.2,,22.48,32.35,13.48,
2023-05-07 09:00:56,,5.7,,13.31,26.07,19.28,
2023-05-07 10:00:56,,5.53,,20.69,21.76,6.16,
2023-05-07 11:00:56,,5.4,,19.04,26.41,12.1,
2023-05-07 12:00:56,,4.74,,15.52,20.44,9.03,
2023-05-07 13:00:56,,5.12,,15.7,18.2,8.89,
2023-05-07 14:00:56,,4.39,,19.26,30.41,13.73,
2023-05-07 15:00:56,,4.75,,17.7,29.52,15.79,
2023-05-07 16:00:56,,5.5,,14.13,23.16,13.34,
2023-05-07 17:00:56,,4.74,,19.16,25.37,8.76,
2023-05-07 18:00:56,,4.38,,15.77,24.19,13.96,
2023-05-07 19:00:56,,4.82,,23.52,31.76,12.22,
2023-05-07 20:00:56,,5.08,,28.41,36.39,12.64,
2023-05-07 21:00:56,,6.01,,23.7,30.25,11.3,
2023-05-07 22:00:56,,6.06,,31.48,38.53,11.17,
2023-05-07 23:00:56,,6.08,,26.58,33.73,12.3,
2023-05-08 00:00:56,,7.65,,19.48,27.86,10.98,
2023-05-08 01:00:56,,7.91,,14.48,21.04,12.17,
2023-05-08 02:00:56,,7.15,,16.88,18.33,7.66,
2023-05-08 03:00:56,,7.31,,11.19,19.87,13.51,
2023-05-08 04:00:56,,7.26,,17.85,22.37,10.52,
2023-05-08 05:00:56,,7.43,,11.99,29.7,20.41,
2023-05-08 06:00:56,,7.23,,13.99,21.54,12.62,
2023-05-08 07:00:56,,7.41,,19.39,25.44,11.13,
2023-05-08 08:00:56,,7.85,,31.2,45.53,18.89,
2023-05-08 09:00:56,,7.39,,32.61,38.02,9.76,
2023-05-08 10:00:56,,6.95,,27.2,36.49,12.82,
2023-05-08 11:00:56,,7.28,,23.68,31.61,10.96,
2023-05-08 12:00:56,,7.18,,20.6,21.14,5.64,
2023-05-08 13:00:56,,6.74,,22.41,23.94,6.57,
2023-05-08 14:00:56,,5.09,,16.36,20.88,8.37,
2023-05-08 15:00:56,,6.01,,17.69,22.86,8.86,
2023-05-08 16:00:56,,4.98,,20.48,23.26,9.28,
2023-05-08 17:00:56,,6.38,,18.82,23.8,8.69,
2023-05-08 18:00:56,,5.54,,25.21,26.32,7.49,
2023-05-08 19:00:56,,6.29,,17.97,29.83,14.4,
2023-05-08 20:00:56,,5.93,,27.36,35.69,10.72,
2023-05-08 21:00:56,,6.93,,28.54,35.54,11.67,
2023-05-08 22:00:56,,7.27,,44.19,56.53,14.5,
2023-05-08 23:00:56,,7.91,,66.66,93.35,27.8,
2023-05-09 00:00:56,,9.02,,60.27,125.1,64.82,
2023-05-09 01:00:56,,10.13,,62.66,116.63,53.97,
2023-05-09 02:00:56,,10.46,,62.91,88.58,28.92,
2023-05-09 03:00:56,,9.55,,51.67,58.67,10.49,
2023-05-09 04:00:56,,9.35,,46.78,65.42,20.98,
2023-05-09 05:00:56,,9.56,,31.82,34.39,7.84,
2023-05-09 06:00:56,,10.1,,34.96,42.53,13.66,
2023-05-09 07:00:56,,9.42,,34.05,51.87,19.59,
2023-05-09 08:00:56,,9.38,,48.86,69.94,22.48,
2023-05-09 09:00:56,,9.01,,57.03,80.63,24.43,
2023-05-09 10:00:56,,8.07,,48.14,60.47,14.26,
2023-05-09 11:00:56,,7.64,,27.15,35.52,10.32,
2023-05-09 12:00:56,,6.78,,22.75,27.24,10.5,
2023-05-09 13:00:56,,6.72,,12.88,22.41,12.49,
2023-05-09 14:00:56,,6.17,,14.22,15.92,6.7,
2023-05-09 15:00:56,,6.15,,12.39,16.47,9.54,
2023-05-09 16:00:56,,5.53,,14.67,21.86,9.94,
2023-05-09 17:00:56,,6.63,,15.62,14.94,7.15,
2023-05-09 18:00:56,,6.69,,16.81,16.57,5.99,
2023-05-09 19:00:56,,6.68,,20.23,28.4,12.52,
2023-05-09 20:00:56,,6.9,,25.04,32.96,10.76,
2023-05-09 21:00:56,,6.92,,29.99,38.3,10.31,
2023-05-09 22:00:56,,,,,,,
2023-05-09 23:00:56,,,,,,,
2023-05-10 00:00:56,,,,,,,
2023-05-10 01:00:56,,,,,,,
2023-05-10 02:00:56,,,,,,,
2023-05-10 03:00:56,,,,,,,
2023-05-10 04:00:56,,,,,,,
2023-05-10 05:00:56,,,,,,,
2023-05-10 06:00:56,,,,,,,
2023-05-10 07:00:56,,,,,,,
2023-05-10 08:00:56,,,,,,,
2023-05-10 09:00:56,,,,,,,
2023-05-10 10:00:56,,,,,,,
2023-05-10 11:00:56,,,,,,,
2023-05-10 12:00:56,,,,,,,
2023-05-10 13:00:56,,,,,,,
2023-05-10 14:00:56,,,,,,,
2023-05-10 15:00:56,,,,,,,
2023-05-10 16:00:56,,,,,,,
2023-05-10 17:00:56,,,,,,,
2023-05-10 18:00:56,,,,,,,
2023-05-10 19:00:56,,,,,,,
2023-05-10 20:00:56,,,,,,,
2023-05-10 21:00:56,,,,,,,
2023-05-10 22:00:56,,,,,,,
2023-05-10 23:00:56,,,,,,,
2023-05-11 00:00:56,,,,,,,
2023-05-11 01:00:56,,,,,,,
2023-05-11 02:00:56,,,,,,,
2023-05-11 03:00:56,,,,,,,
2023-05-11 04:00:56,,,,,,,
2023-05-11 05:00:56,,,,,,,
2023-05-11 06:00:56,,,,,,,
2023-05-11 07:00:56,,,,,,,
2023-05-11 08:00:56,,,,,,,
2023-05-11 09:00:56,,,,,,,
2023-05-11 10:00:56,,,,,,,
2023-05-11 11:00:56,,,,,,,
2023-05-11 12:00:56,,,,,,,
2023-05-11 13:00:56,,,,,,,
2023-05-11 14:00:56,,,,,,,
2023-05-11 15:00:56,,,,,,,
2023-05-11 16:00:56,,,,,,,
2023-05-11 17:00:56,,,,,,,
2023-05-11 18:00:56,,,,,,,
2023-05-11 19:00:56,,,,,,,
2023-05-11 20:00:56,,,,,,,
2023-05-11 21:00:56,,,,,,,
2023-05-11 22:00:56,,,,,,,
2023-05-11 23:00:56,,,,,,,
2023-05-12 00:00:56,,,,,,,
2023-05-12 01:00:56,,,,,,,
2023-05-12 02:00:56,,,,,,,
2023-05-12 03:00:56,,,,,,,
2023-05-12 04:00:56,,,,,,,
2023-05-12 05:00:56,,,,,,,
2023-05-12 06:00:56,,,,,,,
2023-05-12 07:00:56,,,,,,,
2023-05-12 08:00:56,,,,,,,
2023-05-12 09:00:56,,,,,,,
2023-05-12 10:00:56,,,,,,,
2023-05-12 11:00:56,,7.26,,26.36,35.89,12.95,
2023-05-12 12:00:56,,5.88,,24.6,34.37,14.91,
2023-05-12 13:00:56,,5.85,,19.07,27.7,11.92,
2023-05-12 14:00:56,,5.22,,19.36,21.85,5.65,
2023-05-12 15:00:56,,4.9,,22.46,25.4,6.33,
2023-05-12 16:00:56,,5.55,,21.48,24.52,7.43,
2023-05-12 17:00:56,,5.34,,25.84,28.95,7.89,
2023-05-12 18:00:56,,4.61,,35.88,40.55,7.94,
2023-05-12 19:00:56,,4.67,,34.51,46.02,13.29,
2023-05-12 20:00:56,,5.15,,25.89,35.75,13.33,
2023-05-12 21:00:56,,5.42,,35.78,40.54,9.63,
2023-05-12 22:00:56,,6.18,,42.28,48.77,10.16,
2023-05-12 23:00:56,,6.5,,65.13,80.48,17.2,
2023-05-13 00:00:56,,7.69,,59.71,74.3,16.23,
2023-05-13 01:00:56,,8.5,,49.22,62.68,15.05,
2023-05-13 02:00:56,,8.57,,25.67,33.69,12.52,
2023-05-13 03:00:56,,8.86,,23.7,33.11,14.66,
2023-05-13 04:00:56,,9.1,,18.03,26.02,12.84,
2023-05-13 05:00:56,,9.01,,16.62,23.4,13.05,
2023-05-13 06:00:56,,9.12,,17.11,21.75,9.21,
2023-05-13 07:00:56,,9.0,,21.1,21.26,8.27,
2023-05-13 08:00:56,,8.47,,17.89,27.56,13.01,
2023-05-13 09:00:56,,8.81,,28.22,38.44,12.78,
2023-05-13 10:00:56,,9.3,,31.15,40.56,12.83,
2023-05-13 11:00:56,,8.71,,26.43,28.64,8.16,
2023-05-13 12:00:56,,7.7,,29.91,29.79,5.89,
2023-05-13 13:00:56,,7.58,,18.45,26.92,11.4,
2023-05-13 14:00:56,,7.26,,19.98,27.06,10.73,
2023-05-13 15:00:56,,7.52,,20.85,25.54,7.0,
2023-05-13 16:00:56,,7.22,,14.3,19.71,9.02,
2023-05-13 17:00:56,,7.01,,16.65,20.83,7.17,
2023-05-13 18:00:56,,6.87,,22.83,28.41,9.24,
2023-05-13 19:00:56,,7.37,,13.81,24.69,13.79,
2023-05-13 20:00:56,,7.1,,21.2,25.0,10.47,
2023-05-13 21:00:56,,7.79,,26.97,33.51,10.66,
2023-05-13 22:00:56,,6.9,,21.27,27.78,8.7,
2023-05-13 23:00:56,,7.92,,30.61,41.12,12.94,
2023-05-14 00:00:56,,6.8,,47.32,57.5,11.51,
2023-05-14 01:00:56,,6.64,,55.47,77.01,22.3,
2023-05-14 02:00:56,,8.29,,56.44,109.67,53.27,
2023-05-14 03:00:56,,7.65,,44.67,78.12,34.71,
2023-05-14 04:00:56,,6.76,,50.44,60.0,13.5,
2023-05-14 05:00:56,,7.3,,27.2,31.72,9.36,
2023-05-14 06:00:56,,7.33,,29.87,35.29,11.81,
2023-05-14 07:00:56,,7.34,,30.59,41.63,13.99,
2023-05-14 08:00:56,,6.5,,30.95,42.73,15.59,
2023-05-14 09:00:56,,5.93,,30.05,38.83,11.6,
2023-05-14 10:00:56,,6.27,,16.61,23.28,12.09,
2023-05-14 11:00:56,,5.46,,19.42,28.73,11.51,
2023-05-14 12:00:56,,4.67,,11.18,16.78,9.73,
2023-05-14 13:00:56,,4.44,,17.39,21.84,9.97,
2023-05-14 14:00:56,,3.71,,14.21,22.31,11.41,
2023-05-14 15:00:56,,3.39,,14.4,19.45,9.48,
2023-05-14 16:00:56,,3.29,,14.08,21.65,10.68,
2023-05-14 17:00:56,,3.61,,15.17,17.07,6.73,
2023-05-14 18:00:56,,3.27,,16.72,23.89,10.34,
2023-05-14 19:00:56,,3.8,,23.48,25.15,5.95,
2023-05-14 20:00:56,,3.62,,23.31,30.38,10.42,
2023-05-14 21:00:56,,5.03,,29.85,36.35,10.15,
2023-05-14 22:00:56,,5.37,,34.88,42.2,11.61,
2023-05-14 23:00:56,,6.15,,54.27,61.87,12.33,
2023-05-15 00:00:56,,4.55,,66.5,79.45,14.28,
2023-05-15 01:00:56,,3.92,,46.1,53.98,10.77,
2023-05-15 02:00:56,,4.22,,50.85,54.99,10.33,
2023-05-15 03:00:56,,4.4,,33.16,37.43,7.76,
2023-05-15 04:00:56,,4.73,,33.35,36.47,8.85,
2023-05-15 05:00:56,,5.5,,20.1,26.88,13.61,
2023-05-15 06:00:56,,5.31,,15.56,24.54,11.69,
2023-05-15 07:00:56,,5.23,,29.02,36.94,10.98,
2023-05-15 08:00:56,,4.92,,51.22,69.94,20.75,
2023-05-15 09:00:56,,4.63,,56.42,62.12,11.13,
2023-05-15 10:00:56,,4.23,,35.89,51.33,17.99,
2023-05-15 11:00:56,,2.92,,24.43,29.29,10.37,
2023-05-15 12:00:56,,2.67,,26.04,31.25,9.98,
2023-05-15 13:00:56,,2.02,,20.37,21.14,5.94,
2023-05-15 14:00:56,,1.91,,17.48,23.18,9.16,
2023-05-15 15:00:56,,1.82,,17.94,23.93,7.38,
2023-05-15 16:00:56,,2.15,,14.82,19.46,7.68,
2023-05-15 17:00:56,,2.01,,18.68,27.48,10.69,
2023-05-15 18:00:56,,1.6,,16.83,17.18,6.13,
2023-05-15 19:00:56,,2.51,,22.19,29.93,9.08,
2023-05-15 20:00:56,,2.81,,22.75,20.51,3.46,
2023-05-15 21:00:56,,2.94,,19.89,25.82,8.99,
2023-05-15 22:00:56,,3.68,,43.24,49.38,9.07,
2023-05-15 23:00:56,,4.12,,33.98,42.98,11.16,
2023-05-16 00:00:56,,6.62,,43.74,51.44,10.25,
2023-05-16 01:00:56,,7.62,,51.55,66.3,17.55,
2023-05-16 02:00:56,,7.97,,53.02,58.11,9.47,
2023-05-16 03:00:56,,8.18,,41.63,52.87,12.72,
2023-05-16 04:00:56,,7.05,,31.34,41.39,12.63,
2023-05-16 05:00:56,,7.46,,18.8,24.98,10.78,
2023-05-16 06:00:56,,8.34,,18.04,30.15,17.11,
2023-05-16 07:00:56,,8.57,,34.27,37.65,7.2,
2023-05-16 08:00:56,,8.83,,47.8,63.28,17.76,
2023-05-16 09:00:56,,8.17,,60.69,82.23,21.55,
2023-05-16 10:00:56,,7.27,,50.11,66.17,18.16,
2023-05-16 11:00:56,,6.77,,20.95,24.1,6.35,
2023-05-16 12:00:56,,6.43,,14.22,24.19,11.44,
2023-05-16 13:00:56,,5.98,,8.72,16.94,11.99,
2023-05-16 14:00:56,,5.61,,18.13,19.1,3.36,
2023-05-16 15:00:56,,6.47,,18.12,22.62,9.25,
2023-05-16 16:00:56,,5.58,,14.05,24.1,11.58,
2023-05-16 17:00:56,,5.31,,12.3,15.47,7.49,
2023-05-16 18:00:56,,6.06,,24.99,26.64,9.36,
2023-05-16 19:00:56,,6.19,,22.05,28.02,8.7,
2023-05-16 20:00:56,,6.36,,33.05,40.33,9.35,
2023-05-16 21:00:56,,6.52,,38.87,43.38,8.63,
2023-05-16 22:00:56,,7.81,,45.0,50.96,8.93,
2023-05-16 23:00:56,,8.09,,59.01,74.89,17.33,
2023-05-17 00:00:56,,9.45,,55.43,161.68,106.25,
2023-05-17 01:00:56,,10.37,,46.13,188.73,142.67,
2023-05-17 02:00:56,,9.52,,67.46,116.64,50.76,
2023-05-17 03:00:56,,8.69,,63.53,104.61,42.66,
2023-05-17 04:00:56,,8.57,,47.63,56.32,11.98,
2023-05-17 05:00:56,,8.1,,45.53,56.31,12.73,
2023-05-17 06:00:56,,8.25,,42.27,54.02,15.76,
2023-05-17 07:00:56,,8.24,,43.59,60.9,20.24,
2023-05-17 08:00:56,,8.77,,45.16,91.91,46.75,
2023-05-17 09:00:56,,7.55,,61.65,80.14,20.46,
2023-05-17 10:00:56,,6.99,,51.66,59.04,9.95,
2023-05-17 11:00:56,,6.03,,24.44,26.5,7.28,
2023-05-17 12:00:56,,5.45,,17.16,22.51,8.65,
2023-05-17 13:00:56,,5.13,,20.66,26.69,9.52,
2023-05-17 14:00:56,,4.73,,21.76,27.88,7.46,
2023-05-17 15:00:56,,4.97,,24.28,25.1,6.12,
2023-05-17 16:00:56,,9.45,,24.65,32.95,13.29,
2023-05-17 17:00:56,,11.38,,20.09,33.77,18.1,
2023-05-17 18:00:56,,11.97,,30.42,41.55,18.26,
2023-05-17 19:00:56,,13.11,,28.43,39.55,14.81,
2023-05-17 20:00:56,,13.23,,39.29,49.66,14.33,
2023-05-17 21:00:56,,12.99,,37.54,50.24,14.86,
2023-05-17 22:00:56,,11.84,,30.97,53.46,24.66,
2023-05-17 23:00:56,,11.93,,40.76,63.87,25.71,
2023-05-18 00:00:56,,8.05,,37.05,55.33,22.92,
2023-05-18 01:00:56,,6.83,,31.23,41.0,15.36,
2023-05-18 02:00:56,,7.1,,27.89,43.53,20.04,
2023-05-18 03:00:56,,6.4,,23.14,43.43,23.32,
2023-05-18 04:00:56,,6.72,,21.92,29.46,11.74,
2023-05-18 05:00:56,,6.28,,18.43,35.96,19.91,
2023-05-18 06:00:56,,6.91,,27.3,42.34,17.9,
2023-05-18 07:00:56,,6.63,,32.3,64.78,33.74,
2023-05-18 08:00:56,,6.36,,34.06,59.18,27.43,
2023-05-18 09:00:56,,6.68,,42.23,55.25,16.17,
2023-05-18 10:00:56,,7.79,,32.47,44.94,16.47,
